weekid,week_position,song,performer,weeks_on_chart,peak_position,spotify_track_duration_ms,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2009-12-26,51,My Life Would Suck Without You,Glee Cast,1,51,211800,false,0.471,0.663,9,-6.284,true,0.0348,0.0177,0.0,0.0801,0.449,145.078,4
2014-01-04,51,I Have Nothing,Tessanne Chin,1,51,231141,false,0.398,0.639,9,-3.517,false,0.0338,0.235,0.0,0.0972,0.197,154.247,3
2017-07-29,51,Family Feud,JAY-Z Featuring Beyonce,1,51,251413,true,,,,,,,,,,,,
2018-12-22,51,I Don't Let Go,XXXTENTACION,1,51,,,,,,,,,,,,,,
2019-06-01,51,I Think,"Tyler, The Creator",1,51,212013,true,0.826,0.579,8,-8.241,false,0.0801,0.00881,0.0,0.129,0.431,121.075,4
2019-09-07,51,I Think He Knows,Taylor Swift,1,51,173386,false,0.897,0.366,0,-8.029,true,0.0569,0.00889,0.000353,0.0715,0.416,100.003,4
2020-05-16,51,Losses,Drake,1,51,271183,true,0.551,0.57,1,-7.385,false,0.351,0.28,0.0,0.424,0.505,85.687,4
2010-10-16,52,I'm A Slave 4 U,Glee Cast,1,52,204053,false,0.909,0.779,0,-4.004,false,0.136,0.409,0.000681,0.0398,0.955,110.022,4
2011-04-02,52,Misery,Glee Cast,1,52,188800,false,0.749,0.631,7,-5.826,true,0.0569,0.188,0.0,0.11,0.812,102.962,4
2011-09-17,52,MegaMan,Lil Wayne,1,52,198280,true,0.504,0.856,11,-5.024,false,0.286,0.0114,0.0,0.256,0.335,101.866,5
2019-09-21,52,Myself,Post Malone,1,52,158120,true,0.476,0.701,0,-4.234,true,0.0349,0.102,0.0,0.242,0.405,163.882,4
2020-12-26,52,Happiness,Taylor Swift,1,52,315146,true,0.559,0.334,11,-10.733,true,0.0376,0.87,0.0,0.114,0.211,122.079,4
2021-05-29,52,Fractions,Nicki Minaj,1,52,181690,true,0.924,0.523,0,-6.362,true,0.132,0.011,0.0,0.17,0.144,131.892,4
2009-04-04,53,Forever,Rascal Flatts,1,53,256853,false,0.463,0.717,3,-6.88,true,0.0318,0.171,0.0,0.118,0.219,90.028,4
2009-12-26,53,Don't Rain On My Parade,Glee Cast,1,53,165493,false,0.483,0.691,4,-5.223,true,0.0805,0.598,0.0,0.0918,0.597,79.666,4
2011-04-02,53,Hell To The No,Glee Cast,1,53,184853,false,0.703,0.952,7,-3.079,true,0.135,0.0272,0.00721,0.0619,0.906,131.96,4
2011-10-22,53,Fix You,Glee Cast,1,53,274906,false,0.441,0.411,3,-7.839,true,0.0316,0.103,0.0000387,0.115,0.277,133.967,4
2018-05-05,53,Intro,J. Cole,1,53,190176,true,0.678,0.648,2,-5.892,true,0.445,0.147,0.0,0.182,0.635,94.336,4
2018-08-18,53,Houstonfornication,Travis Scott,1,53,217828,true,0.689,0.723,0,-4.052,false,0.0836,0.0985,0.0,0.158,0.288,160.042,4
2019-04-13,53,I Love You,Billie Eilish,1,53,291796,false,0.421,0.131,0,-18.435,true,0.0382,0.952,0.00453,0.109,0.12,137.446,4
2019-09-21,53,I Know,Post Malone,1,53,141413,true,0.666,0.603,1,-5.671,true,0.0763,0.497,0.0,0.112,0.262,102.94,4
2020-05-02,53,LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,1,53,,,,,,,,,,,,,,
2010-10-30,54,Move That Body,Nelly Featuring T-Pain & Akon,1,54,205013,false,0.827,0.765,5,-6.793,false,0.0366,0.0000296,0.00000327,0.131,0.545,111.011,4
2010-11-27,54,Marijuana,Kid Cudi,1,54,260200,true,0.672,0.403,8,-9.809,false,0.0273,0.829,0.823,0.272,0.54,140.978,4
2020-03-14,54,Get Ugly,Lil Baby,1,54,155832,true,0.681,0.414,1,-6.944,false,0.223,0.177,0.0,0.178,0.0734,148.03,4
2010-01-02,55,Empire State Of Mind (Part II) Broken Down,Alicia Keys,1,55,216480,false,0.479,0.368,6,-7.784,true,0.0341,0.739,0.000041,0.118,0.142,92.959,4
2017-07-29,55,Kill Jay Z,JAY-Z,1,55,178066,true,,,,,,,,,,,,
2018-12-15,55,Intro,Meek Mill,1,55,213402,true,0.678,0.76,1,-5.546,true,0.221,0.0557,0.0,0.359,0.24,96.044,4
2019-10-12,55,GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",1,55,214893,true,0.676,0.664,8,-4.435,true,0.343,0.0387,0.0,0.0475,0.838,161.867,4
2021-02-20,55,GNF (OKOKOK),Polo G,1,55,116255,true,0.753,0.659,8,-9.671,true,0.416,0.659,0.0,0.098,0.459,146.022,4
2006-04-22,56,Every Day Is Exactly The Same,Nine Inch Nails,1,56,294893,false,0.626,0.92,0,-6.153,true,0.0496,0.0262,0.075,0.134,0.421,144.032,4
2009-10-31,56,Keep Holding On,Glee Cast,1,56,244333,false,0.311,0.637,7,-6.303,true,0.0347,0.175,0.0,0.483,0.102,160.745,3
2010-10-16,56,Me Against The Music,Glee Cast,1,56,225440,false,0.829,0.909,11,-5.836,false,0.0686,0.0878,0.0,0.193,0.791,120.011,4
2011-02-26,56,Fat Bottomed Girls,Glee Cast,1,56,252173,false,0.514,0.711,2,-5.774,true,0.0433,0.0206,0.0,0.172,0.424,91.007,4
2012-02-18,56,Human Nature,Glee Cast,1,56,204853,false,0.436,0.402,0,-8.869,false,0.108,0.544,0.0,0.142,0.385,92.758,4
2012-03-10,56,Fly / I Believe I Can Fly,Glee Cast,1,56,213026,false,0.526,0.849,10,-4.785,true,0.0394,0.023,0.0,0.186,0.232,121.993,4
2018-03-24,56,Indica Badu,Logic Featuring Wiz Khalifa,1,56,260320,true,0.715,0.723,7,-3.263,true,0.191,0.0441,0.000834,0.102,0.97,77.02,4
2018-07-14,56,Final Fantasy,Drake,1,56,219960,true,0.5,0.448,0,-10.977,true,0.442,0.422,0.00000803,0.115,0.104,144.204,1
2020-10-17,56,My Dawg,21 Savage & Metro Boomin,1,56,,,,,,,,,,,,,,
2008-05-17,57,Give It 2 Me,Madonna,1,57,287906,false,0.837,0.954,8,-3.512,false,0.0414,0.0933,0.000405,0.143,0.972,127.019,4
2010-03-06,57,Hero,Christopher Wilde,1,57,196893,false,0.333,0.902,3,-4.65,true,0.123,0.0279,0.0,0.115,0.601,185.539,4
2011-07-16,57,I Won't Back Down,Blake Shelton & Dia Frampton,1,57,199493,false,0.494,0.762,10,-2.885,true,0.0441,0.00268,0.00538,0.472,0.653,114.1,4
2016-12-31,57,Everybody Dies,J. Cole,1,57,161826,true,0.617,0.686,2,-9.858,true,0.245,0.3,0.0000136,0.105,0.544,79.252,4
2018-07-14,57,March 14,Drake,1,57,,,,,,,,,,,,,,
2019-06-01,57,Jealous,"DJ Khaled Featuring Chris Brown, Lil Wayne & Big Sean",1,57,255101,true,0.614,0.685,10,-3.684,true,0.147,0.0133,0.0,0.313,0.61,94.9,4
2020-08-08,57,Epiphany,Taylor Swift,1,57,289749,false,0.354,0.267,1,-13.69,true,0.0281,0.731,0.000402,0.0858,0.113,94.219,4
2020-11-28,57,Iris,Phoebe & Maggie,1,57,,,,,,,,,,,,,,
2020-12-26,57,Evermore,Taylor Swift Featuring Bon Iver,1,57,,,,,,,,,,,,,,
1958-08-02,58,Fool's Paradise,The Crickets,1,58,150626,false,0.538,0.744,5,-5.18,true,0.0278,0.123,0.0,0.459,0.96,141.928,4
2011-06-11,58,For Good,Glee Cast,1,58,303826,false,0.336,0.374,6,-8.177,true,0.0374,0.86,0.0,0.167,0.186,92.508,4
2013-05-04,58,Fall Down,will.i.am Featuring Miley Cyrus,1,58,307493,false,0.619,0.621,0,-5.465,false,0.0357,0.00994,0.00332,0.121,0.338,127.042,4
2018-08-25,58,Majesty,Nicki Minaj Featuring Eminem & Labrinth,1,58,295653,true,0.81,0.73,11,-5.209,false,0.223,0.313,0.0,0.105,0.568,157.003,4
2018-12-29,58,MoshPit,Kodak Black Featuring Juice WRLD,1,58,164038,true,0.769,0.627,7,-4.064,true,0.262,0.394,0.0,0.106,0.49,157.938,4
2019-09-21,58,Internet,Post Malone,1,58,123386,true,0.469,0.489,0,-6.071,true,0.0314,0.841,0.0,0.103,0.201,74.013,4
2020-03-07,58,Fine By Time,YoungBoy Never Broke Again,1,58,175339,true,0.506,0.787,8,-6.634,true,0.161,0.254,0.0,0.112,0.333,99.956,4
2020-03-14,58,No Sucker,Lil Baby & Moneybagg Yo,1,58,,,,,,,,,,,,,,
2009-04-11,59,Love Who You Love,Rascal Flatts,1,59,216280,false,0.33,0.762,9,-5.631,true,0.0394,0.0651,0.0,0.123,0.363,163.833,4
2011-12-17,59,Girls Just Want To Have Fun,Glee Cast,1,59,162093,false,0.424,0.12,11,-12.802,true,0.0334,0.937,0.0000574,0.111,0.383,129.278,4
2013-08-24,59,Hopeless Wanderer,Mumford & Sons,1,59,307853,false,0.268,0.578,10,-7.796,true,0.0383,0.0137,0.00281,0.106,0.201,154.204,4
2016-03-19,59,It's You,Zayn,1,59,226653,true,0.611,0.319,5,-10.743,true,0.0357,0.815,0.0151,0.108,0.176,124.92,4
2016-12-03,59,Hallelujah,Leonard Cohen,1,59,277160,false,0.28,0.344,0,-12.577,true,0.0293,0.715,0.00642,0.133,0.232,171.143,3
2018-10-13,59,Hittas,Lil Wayne,1,59,223617,true,0.788,0.765,2,-3.93,true,0.439,0.276,0.0,0.216,0.667,144.046,4
2020-03-14,59,How,Lil Baby,1,59,181999,true,0.582,0.488,2,-8.208,true,0.455,0.00168,0.0,0.0941,0.309,80.322,4
2020-10-17,59,Lovesick Girls,BLACKPINK,1,59,194765,false,0.654,0.707,6,-5.661,true,0.0664,0.00559,0.0,0.0873,0.448,127.97,4
2008-06-07,60,In This Moment,David Archuleta,1,60,,,,,,,,,,,,,,
2010-10-23,60,Losing My Religion,Glee Cast,1,60,214040,false,0.565,0.725,10,-6.442,false,0.0302,0.000393,0.0,0.289,0.625,125.407,4
2014-02-15,60,Follow Your Arrow,Kacey Musgraves,1,60,199640,false,0.632,0.649,5,-5.933,true,0.0267,0.442,0.0,0.0988,0.614,98.03,4
2018-08-04,60,I Might Need Security,Chance The Rapper,1,60,240640,true,0.514,0.693,9,-5.868,true,0.408,0.177,0.0,0.351,0.287,110.568,3
2018-08-25,60,Ganja Burns,Nicki Minaj,1,60,,,,,,,,,,,,,,
2006-11-11,81,Pumpin' Up The Party,Hannah Montana,1,81,189080,false,0.662,0.828,2,-5.083,true,0.0741,0.0129,0.0000275,0.407,0.476,123.986,4
2009-01-03,81,Run,Leona Lewis,1,81,314537,false,0.302,0.461,5,-6.166,false,0.0292,0.43,0.00000561,0.122,0.0932,142.434,4
2010-02-06,81,Redemption Song,Rihanna,1,81,,,,,,,,,,,,,,
2010-03-06,81,Something About The Sunshine,Christopher Wilde & Anna Margaret,1,81,,,,,,,,,,,,,,
2010-06-05,81,Safety Dance,Glee Cast,1,81,199413,false,0.637,0.902,6,-5.547,true,0.0371,0.00532,0.00142,0.106,0.701,105.012,4
2010-07-03,81,Another Way To Die,Disturbed,1,81,253386,false,0.621,0.967,6,-2.35,true,0.0692,0.0000846,0.00612,0.12,0.315,112.017,4
2011-11-19,81,Ambition,Wale Featuring Meek Mill & Rick Ross,1,81,302546,true,0.42,0.744,8,-5.033,true,0.396,0.398,0.00000854,0.192,0.324,161.792,4
2012-02-25,81,Sexy And I Know It,Glee Cast Featuring Ricky Martin,1,81,197853,false,0.711,0.827,7,-4.9,true,0.194,0.183,0.0,0.226,0.564,130.022,4
2015-12-05,81,Been You,Justin Bieber,1,81,199226,false,0.736,0.794,7,-6.178,false,0.077,0.0255,0.0,0.322,0.854,113.0,4
2016-08-13,81,Back On Road,Gucci Mane & Drake,1,81,149080,true,0.833,0.673,1,-6.981,false,0.315,0.329,0.0,0.136,0.753,148.019,4
2017-08-26,81,OMG,Camila Cabello Featuring Quavo,1,81,228893,false,0.655,0.576,5,-6.735,false,0.0536,0.0295,0.115,0.132,0.167,139.953,4
2018-10-13,81,Demon,Lil Wayne,1,81,214313,true,0.754,0.615,4,-5.346,false,0.171,0.273,0.0,0.13,0.345,140.04,4
2018-12-01,81,Take One,Kodak Black,1,81,165517,true,0.66,0.615,1,-7.2,true,0.47,0.114,0.0,0.315,0.501,174.034,4
2019-08-24,81,Small Talk,Katy Perry,1,81,161962,false,0.846,0.631,5,-5.547,true,0.1,0.203,0.0,0.455,0.602,115.999,4
2019-10-12,81,Chicken Noodle Soup,j-hope Featuring Becky G.,1,81,235497,false,0.826,0.817,2,-4.081,true,0.0921,0.00502,0.0000109,0.294,0.168,97.053,4
2020-10-31,81,Canceled,Larray,1,81,173880,true,0.647,0.803,11,-5.36,false,0.389,0.137,0.00000406,0.0952,0.55,82.108,4
2020-11-21,81,Crazy Story 2.0,King Von Featuring Lil Durk,1,81,,,,,,,,,,,,,,
2021-02-20,81,Box Of Churches,Pooh Shiesty Featuring 21 Savage,1,81,,,,,,,,,,,,,,
2021-04-03,81,Die For You,Justin Bieber Featuring Dominic Fike,1,81,,,,,,,,,,,,,,
1959-03-21,82,Record Hop Blues,The Quarter Notes,1,82,,,,,,,,,,,,,,
2009-06-06,82,One,Adam Lambert,1,82,,,,,,,,,,,,,,
2009-07-18,82,One And The Same,Selena Gomez & Demi Lovato,1,82,180960,false,0.497,0.97,9,-3.184,true,0.0757,0.000718,0.00000257,0.273,0.712,157.988,4
2011-06-04,82,Back To Black,Glee Cast,1,82,238050,false,0.538,0.721,4,-4.641,false,0.0534,0.2,0.000337,0.332,0.33,123.42,4
2011-11-26,82,Come Home,Faith Hill,1,82,338053,false,0.419,0.8,2,-3.675,true,0.0398,0.094,0.0,0.291,0.265,148.133,4
2015-06-27,82,3500,Travi$ Scott Featuring Future & 2 Chainz,1,82,,,,,,,,,,,,,,
2017-11-25,82,Pray,Sam Smith Featuring Logic,1,82,221595,true,0.382,0.379,7,-9.423,true,0.0515,0.285,0.00000324,0.0858,0.148,175.515,3
2017-12-30,82,Danger,Migos & Marshmello,1,82,214586,true,0.814,0.743,9,-2.968,true,0.159,0.152,0.0,0.163,0.367,107.996,4
2018-11-03,82,Astronauts,Future & Juice WRLD,1,82,169920,true,0.732,0.586,1,-7.868,true,0.232,0.0402,0.00000266,0.121,0.73,76.48,4
2018-12-15,82,Crush A Lot,Lil Baby,1,82,159754,true,0.92,0.458,5,-5.643,false,0.315,0.0171,0.0,0.107,0.403,132.992,4
2020-05-30,82,One Of My,Future,1,82,142978,true,0.95,0.5,1,-8.18,true,0.399,0.103,0.0000377,0.103,0.598,114.009,4
2020-09-19,82,Deep Reverence,Big Sean Featuring Nipsey Hussle,1,82,,,,,,,,,,,,,,
2020-12-05,82,Shots Fired,Megan Thee Stallion,1,82,170870,true,0.826,0.655,2,-4.775,true,0.3,0.000761,0.0,0.0841,0.45,184.057,4
2020-12-26,82,Closure,Taylor Swift,1,82,180653,false,0.689,0.704,9,-10.813,true,0.245,0.835,0.00000483,0.134,0.92,151.884,5
1961-10-14,83,Rockin' Bicycle,Fats Domino,1,83,130733,false,0.657,0.594,0,-9.06,true,0.0347,0.624,0.0,0.0845,0.855,153.33,4
2007-02-17,83,Crazy Car,The Naked Brothers Band,1,83,,,,,,,,,,,,,,
2007-04-21,83,Diamonds,Fabolous Featuring Young Jeezy,1,83,256720,true,0.473,0.743,11,-5.971,false,0.374,0.0806,0.0,0.343,0.364,125.093,3
2009-10-31,83,Chances,Five For Fighting,1,83,215200,false,0.401,0.802,10,-5.646,true,0.0291,0.0236,0.0,0.224,0.326,163.987,4
2012-04-07,83,Come Away To The Water,Maroon 5 Featuring Rozzi Crane,1,83,313306,false,0.384,0.493,4,-14.332,false,0.0364,0.477,0.0218,0.139,0.286,84.387,4
2013-07-27,83,Oceans,Jay Z Featuring Frank Ocean,1,83,237920,true,,,,,,,,,,,,
2013-12-14,83,At Last,Will Champlin,1,83,191273,false,0.26,0.707,5,-5.18,true,0.0355,0.239,0.00157,0.322,0.348,182.959,3
2015-03-07,83,6 God,Drake,1,83,180666,true,0.857,0.639,2,-8.622,true,0.128,0.0239,0.0,0.121,0.477,105.504,4
2015-09-26,83,Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,1,83,222247,true,0.797,0.437,9,-11.58,true,0.0469,0.0457,0.00109,0.126,0.186,125.008,4
2016-02-27,83,Die A Happy Man,Nelly,1,83,214495,false,0.65,0.745,1,-3.795,false,0.0333,0.0232,0.0,0.0754,0.167,88.032,4
2017-08-12,83,1942 Flows,Meek Mill,1,83,282666,true,0.63,0.628,2,-4.016,true,0.327,0.0515,0.0,0.091,0.266,121.307,5
2018-06-02,83,Sangria Wine,Pharrell Williams x Camila Cabello,1,83,202853,false,0.831,0.713,1,-3.646,false,0.094,0.181,0.0,0.0572,0.69,132.109,4
2018-11-03,83,Saturday Nights,Khalid,1,83,210666,false,0.551,0.44,10,-8.559,true,0.0985,0.606,0.0000302,0.11,0.341,167.923,4
2020-03-28,83,Come This Way,Lil Uzi Vert,1,83,172757,true,0.682,0.741,1,-4.489,true,0.249,0.127,0.0,0.239,0.619,164.043,4
2020-05-09,83,Ain't Easy,YoungBoy Never Broke Again,1,83,145851,true,0.738,0.678,11,-6.596,false,0.134,0.176,0.0,0.25,0.514,79.002,4
2020-06-13,83,T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",1,83,,,,,,,,,,,,,,
2020-10-17,83,Always Forever,Bryson Tiller,1,83,170053,false,0.605,0.489,10,-7.234,false,0.174,0.168,0.00000236,0.187,0.326,147.341,4
2020-11-21,83,Always Do,The Kid LAROI,1,83,151704,true,0.762,0.426,8,-6.865,true,0.113,0.0442,0.0,0.0858,0.582,167.827,4
2006-12-16,84,Ser O Parecer,RBD,1,84,202664,false,0.595,0.875,1,-4.79,true,0.133,0.228,0.0,0.164,0.892,175.957,4
2010-06-26,84,Bohemian Rhapsody,Glee Cast Featuring Jonathan Groff,1,84,356133,false,0.389,0.419,0,-7.111,false,0.0286,0.417,0.0,0.171,0.381,142.975,4
2010-07-17,84,Outta Your Mind,Lil Jon Featuring LMFAO,1,84,250746,true,0.876,0.984,8,-2.018,true,0.274,0.234,0.0,0.0505,0.642,99.976,4
2010-10-09,84,Stutter,Maroon 5,1,84,196920,false,0.711,0.882,1,-2.772,false,0.0333,0.0171,0.0,0.111,0.813,119.991,4
2012-01-21,84,Set You Free,3OH!3,1,84,204188,false,0.612,0.807,8,-4.14,true,0.106,0.0961,0.0,0.298,0.617,79.999,4
2016-08-06,84,Body Say,Demi Lovato,1,84,193893,false,0.63,0.74,5,-4.786,false,0.0381,0.00589,0.00000153,0.248,0.3,87.01,4
2016-09-10,84,Pink + White,Frank Ocean,1,84,184516,false,0.544,0.552,9,-7.45,true,0.0991,0.67,0.0000457,0.415,0.554,159.738,3
2018-06-30,84,Summer,The Carters,1,84,285200,false,0.592,0.569,10,-6.374,true,0.0634,0.12,0.0000175,0.251,0.562,135.414,4
2018-12-22,84,Difference (Interlude),XXXTENTACION,1,84,76973,false,0.593,0.0668,11,-15.268,false,0.0722,0.949,0.0000131,0.194,0.19,102.456,4
2019-09-14,84,Shots,Lil Tecca,1,84,109373,true,0.829,0.582,7,-5.721,false,0.0415,0.525,0.0,0.0759,0.51,108.028,4
2019-12-28,84,Cherry,Harry Styles,1,84,259186,false,0.53,0.512,7,-9.261,true,0.0259,0.615,0.00453,0.129,0.411,95.946,4
2020-04-18,84,Ribbon In The Sky,Rod Wave,1,84,163160,true,0.412,0.738,0,-6.203,true,0.236,0.253,0.0,0.114,0.398,80.375,4
2020-04-25,84,DND,Polo G,1,84,180058,true,0.779,0.797,0,-4.583,false,0.356,0.129,0.0,0.118,0.231,159.958,4
2020-06-13,84,Alice,Lady Gaga,1,84,177600,false,0.723,0.88,11,-4.287,false,0.038,0.00334,0.0179,0.0632,0.323,123.036,4
2020-11-07,84,Cold As You,Luke Combs,1,84,186106,false,0.598,0.846,6,-4.956,true,0.0355,0.0527,0.0,0.113,0.328,144.04,4
2021-05-15,84,Big Paper,DJ Khaled Featuring Cardi B,1,84,,,,,,,,,,,,,,
1962-08-25,85,So Wrong,Patsy Cline,1,85,183000,false,0.411,0.0715,9,-20.126,false,0.0325,0.948,0.00000294,0.157,0.342,109.693,3
1964-03-21,29,Abigail Beecher,Freddy Cannon,8,16,144360,false,0.581,0.982,8,-6.188,true,0.138,0.723,0.00488,0.252,0.577,120.438,3
1968-11-30,29,Always Together,The Dells,8,18,185800,false,0.29,0.416,5,-6.993,true,0.0302,0.744,0.0,0.255,0.559,145.221,4
1966-09-24,31,Respectable,The Outsiders,8,15,121466,false,0.477,0.684,0,-12.018,true,0.0348,0.625,0.0,0.329,0.939,152.103,4
1964-09-26,31,Clinging Vine,Bobby Vinton,8,17,149173,false,0.46,0.196,0,-18.122,true,0.034,0.513,0.0,0.101,0.728,114.034,4
1966-01-08,31,Sunday And Me,Jay & The Americans,8,18,175800,false,0.394,0.536,10,-10.762,true,0.0572,0.749,0.0,0.244,0.382,134.67,4
1969-11-22,31,Ball Of Fire,Tommy James And The Shondells,8,19,187666,false,0.352,0.623,0,-10.465,true,0.0613,0.251,0.0,0.385,0.715,72.555,4
1967-06-03,31,Sunshine Girl,The Parade,8,20,166213,false,0.454,0.405,7,-12.189,true,0.0389,0.144,0.00513,0.0728,0.452,139.185,4
1968-02-24,31,Sunday Mornin',Spanky And Our Gang,8,30,232800,false,0.297,0.546,7,-8.204,true,0.0317,0.78,0.00542,0.191,0.393,99.056,4
1964-12-12,32,Reach Out For Me,Dionne Warwick,8,20,172400,false,0.671,0.334,0,-9.122,true,0.0299,0.685,0.0,0.0694,0.573,110.899,4
1965-08-07,32,Sitting In The Park,Billy Stewart,8,24,197640,false,0.456,0.268,7,-16.848,true,0.0311,0.818,0.0,0.0972,0.572,168.591,4
1972-07-22,32,All The Kings Horses,Aretha Franklin,8,26,236000,false,0.421,0.136,10,-17.83,true,0.0411,0.726,0.00000942,0.0896,0.298,117.275,3
1966-05-28,32,Band Of Gold,Mel Carter,8,32,137693,false,0.356,0.393,0,-9.834,true,0.0297,0.766,0.0,0.367,0.425,82.513,4
1964-09-12,33,Such A Night,Elvis Presley With The Jordanaires,8,16,,,,,,,,,,,,,,
1969-05-31,33,Stand!,Sly & The Family Stone,8,22,187533,false,0.609,0.788,11,-9.726,true,0.0629,0.214,0.00000244,0.191,0.517,108.694,4
1970-01-31,33,She,Tommy James And The Shondells,8,23,123893,false,0.317,0.535,5,-10.785,true,0.0398,0.767,0.0000169,0.331,0.859,168.961,4
1969-08-16,33,Along Came Jones,Ray Stevens,8,27,227533,false,0.525,0.796,7,-8.397,true,0.266,0.483,0.0,0.96,0.568,102.132,4
1964-07-11,33,Beans In My Ears,The Serendipity Singers,8,30,131133,false,0.761,0.527,11,-9.996,true,0.0441,0.608,0.0,0.2,0.861,128.368,4
1969-08-09,33,Doggone Right,Smokey Robinson & The Miracles,8,32,179000,false,0.536,0.415,2,-10.692,true,0.0271,0.283,0.0,0.205,0.598,105.231,4
1964-10-03,33,Always Together,Al Martino,8,33,158000,false,0.281,0.272,8,-12.982,true,0.031,0.735,0.00245,0.241,0.358,105.912,4
1965-11-27,34,But You're Mine,Sonny & Cher,8,15,184533,false,0.476,0.684,2,-8.251,true,0.0364,0.0654,0.00000983,0.306,0.491,126.828,4
1965-04-17,34,Do The Clam,"Elvis Presley With The Jordanaires, Jubilee Four & Carol Lombard Trio",8,21,,,,,,,,,,,,,,
1965-07-31,34,Set Me Free,The Kinks,8,23,129779,false,0.681,0.593,7,-8.405,true,0.0691,0.774,0.0,0.111,0.808,119.501,4
1965-03-27,34,Ask The Lonely,Four Tops,8,24,161333,false,0.466,0.581,1,-4.591,true,0.0276,0.316,0.0,0.0694,0.274,106.125,4
1971-01-09,34,Can't Stop Loving You,Tom Jones,8,25,248626,false,0.404,0.517,10,-11.056,true,0.0334,0.553,0.000025,0.544,0.483,89.112,4
1969-03-15,34,Crossroads,Cream,8,28,258466,false,0.399,0.687,7,-12.733,true,0.0568,0.455,0.027,0.815,0.839,131.65,4
1965-08-07,35,(Such An) Easy Question,Elvis Presley With The Jordanaires,8,11,,,,,,,,,,,,,,
1965-11-20,35,Say Something Funny,Patty Duke,8,22,135893,false,0.525,0.501,8,-6.171,true,0.028,0.858,0.0,0.0919,0.45,111.465,4
1970-07-11,35,Spirit In The Dark,Aretha Franklin with The Dixie Flyers,8,23,179053,false,0.508,0.495,0,-10.359,true,0.0962,0.371,0.00000117,0.132,0.806,131.092,4
1971-12-04,35,Absolutely Right,Five Man Electrical Band,8,26,138200,false,0.48,0.798,7,-9.936,true,0.0338,0.164,0.0000295,0.179,0.964,169.518,4
1964-10-31,35,On The Street Where You Live,Andy Williams,8,28,190933,false,0.239,0.397,11,-10.528,true,0.0293,0.772,0.0,0.125,0.318,96.993,4
1965-01-16,35,Do-Wacka-Do,Roger Miller,8,31,,,,,,,,,,,,,,
1967-04-01,35,Pucker Up Buttercup,Jr. Walker & The All Stars,8,31,177080,false,0.687,0.729,0,-5.594,true,0.0409,0.0373,0.0000711,0.188,0.715,127.131,4
1966-05-14,36,A Sign Of The Times,Petula Clark,8,11,177066,false,0.532,0.708,10,-9.162,true,0.0339,0.551,0.0,0.318,0.887,138.49,4
1969-01-11,36,See Saw,Aretha Franklin,8,14,166360,false,0.699,0.67,7,-10.307,false,0.0346,0.208,0.0,0.0905,0.927,135.997,4
1964-06-27,37,P.S. I Love You,The Beatles,8,10,120387,false,0.564,0.572,7,-11.275,true,0.0281,0.00258,0.00000515,0.505,0.818,137.009,4
1966-07-09,37,Opus 17 (Don't You Worry 'Bout Me),"The 4 Seasons Featuring the ""Sound of Frankie Valli""",8,13,155653,false,0.781,0.726,11,-9.137,true,0.0417,0.407,0.0,0.208,0.902,121.922,4
1968-05-25,37,Ain't No Way,Aretha Franklin,8,16,254399,false,0.387,0.315,3,-9.477,true,0.0301,0.798,0.000381,0.086,0.232,135.388,3
1964-12-19,37,Sidewalk Surfin',Jan & Dean,8,25,129892,false,0.54,0.618,2,-13.956,true,0.0303,0.212,0.0,0.375,0.827,137.551,4
1964-08-29,37,She's The One,The Chartbusters,8,33,141240,false,0.558,0.947,2,-5.535,true,0.0503,0.0359,0.0414,0.0917,0.894,84.471,4
1968-05-18,37,Take Good Care Of My Baby,Bobby Vinton,8,33,165893,false,0.463,0.364,7,-14.813,true,0.0351,0.508,0.0,0.418,0.409,115.14,4
1961-03-11,37,Ain't That Just Like A Woman,Fats Domino,8,33,162533,false,0.706,0.825,2,-8.782,false,0.0512,0.578,0.000356,0.351,0.911,169.463,4
1967-04-22,37,Show Me,Joe Tex,8,35,176253,false,0.568,0.933,4,-4.028,true,0.0878,0.0863,0.0,0.334,0.73,146.308,4
1969-10-18,37,By The Time I Get To Phoenix,Isaac Hayes,8,37,1124153,false,0.398,0.261,8,-13.547,true,0.0451,0.215,0.0000832,0.13,0.069,146.594,4
1964-03-07,38,"Southtown, U.S.A.",The Dixiebelles,8,15,,,,,,,,,,,,,,
1966-05-07,38,Somewhere,Len Barry,8,26,153360,false,0.635,0.701,6,-11.236,true,0.0571,0.268,0.0000111,0.0354,0.559,124.08,4
1969-08-16,38,Reconsider Me,Johnny Adams,8,28,235431,false,0.441,0.49,5,-11.249,true,0.0447,0.642,0.000456,0.417,0.556,107.735,1
1969-08-23,38,Clean Up Your Own Back Yard,Elvis Presley,8,35,,,,,,,,,,,,,,
1965-05-01,38,"Peaches ""N"" Cream",The Ikettes,8,36,,,,,,,,,,,,,,
1967-07-08,39,7 Rooms Of Gloom,Four Tops,8,14,154573,false,0.452,0.694,3,-8.552,false,0.0399,0.246,0.0,0.267,0.874,89.262,4
